S.No,Year,Month,State,Occupation,Item,Men,Women
1822,2024-2025,Mar,"WEST BENGAL",Agriculture,"Packaging labourers, agriculture
",406.90,@
1823,2024-2025,Mar,"WEST BENGAL",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",359.24,332.44
1824,2024-2025,Mar,"WEST BENGAL",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",441.64,275.12
1825,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
1826,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Ploughing/Tilling workers",680,680
1827,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",800,800
1828,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Harvesting/Winnowing/Threshing workers
",840,853.33
1829,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1830,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Horticulture workers (including nursery growers)
",@,-
1831,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Fishermen-inland
",-,-
1832,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Fishermen-coastal/deep-sea
",822.86,-
1833,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Loggers and wood cutters
",-,-
1834,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",638.1,-
1835,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"Packaging labourers, agriculture
",-,-
1836,2025-2026,Mar,"Andaman and Nicobar Islands",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",-,-
1837,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Ploughing/Tilling workers",521.4299999999999,420
1838,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",528.5700000000001,428.57
1839,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Harvesting/Winnowing/Threshing workers
",500,425
1840,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",450,356.25
1841,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Horticulture workers (including nursery growers)
",570,@
1842,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Fishermen-inland
",-,-
1843,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Fishermen-coastal/deep-sea
",-,-
1844,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Loggers and wood cutters
",614.29,-
1845,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
1846,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Packaging labourers, agriculture
",@,@
1847,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",471.43,@
1848,2025-2026,Mar,"Arunachal Pradesh",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",514.29,-
1849,2025-2026,Mar,Chhattisgarh,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",280,228.33
1850,2025-2026,Mar,Chhattisgarh,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",279.05,220
1851,2025-2026,Mar,Chhattisgarh,Agriculture,"Ploughing/Tilling workers",361.76,292
1852,2025-2026,Mar,Chhattisgarh,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",300.37,244.81
1853,2025-2026,Mar,Chhattisgarh,Agriculture,"Harvesting/Winnowing/Threshing workers
",278.95,232.63
1854,2025-2026,Mar,Chhattisgarh,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
1855,2025-2026,Mar,Chhattisgarh,Agriculture,"Horticulture workers (including nursery growers)
",264.29,@
1856,2025-2026,Mar,Chhattisgarh,Agriculture,"Fishermen-inland
",@,-
1857,2025-2026,Mar,Chhattisgarh,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1858,2025-2026,Mar,Chhattisgarh,Agriculture,"Loggers and wood cutters
",370,@
1859,2025-2026,Mar,Chhattisgarh,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",291.82,225.38
1860,2025-2026,Mar,Chhattisgarh,Agriculture,"Packaging labourers, agriculture
",@,@
1861,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Ploughing/Tilling workers",522.5,@
1862,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",410.63,441.11
1863,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Harvesting/Winnowing/Threshing workers
",410.63,441.11
1864,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1865,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Horticulture workers (including nursery growers)
",@,-
1866,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Fishermen-inland
",@,-
1867,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Fishermen-coastal/deep-sea
",572,-
1868,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Loggers and wood cutters
",525,-
1869,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
1870,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Packaging labourers, agriculture
",@,@
1871,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",395.71,@
1872,2025-2026,Mar,"Daman and Diu, Dadra Nagar and Haveli",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
1873,2025-2026,Mar,Delhi,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",-,-
1874,2025-2026,Mar,Delhi,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
1875,2025-2026,Mar,Delhi,Agriculture,"Ploughing/Tilling workers",712.5,-
1876,2025-2026,Mar,Delhi,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",525,500
1877,2025-2026,Mar,Delhi,Agriculture,"Harvesting/Winnowing/Threshing workers
",512.5,500
1878,2025-2026,Mar,Delhi,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1879,2025-2026,Mar,Delhi,Agriculture,"Horticulture workers (including nursery growers)
",-,-
1880,2025-2026,Mar,Delhi,Agriculture,"Fishermen-inland
",-,-
1881,2025-2026,Mar,Delhi,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1882,2025-2026,Mar,Delhi,Agriculture,"Loggers and wood cutters
",-,-
1883,2025-2026,Mar,Delhi,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",-,-
1884,2025-2026,Mar,Delhi,Agriculture,"Packaging labourers, agriculture
",-,-
1885,2025-2026,Mar,Goa,Agriculture,"Ploughing/Tilling workers",650,-
1886,2025-2026,Mar,Goa,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",-,-
1887,2025-2026,Mar,Goa,Agriculture,"Harvesting/Winnowing/Threshing workers
",812.5,575
1888,2025-2026,Mar,Goa,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",575,387.5
1889,2025-2026,Mar,Goa,Agriculture,"Horticulture workers (including nursery growers)
",-,-
1890,2025-2026,Mar,Goa,Agriculture,"Fishermen-inland
",-,-
1891,2025-2026,Mar,Goa,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1892,2025-2026,Mar,Goa,Agriculture,"Loggers and wood cutters
",-,-
1893,2025-2026,Mar,Goa,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",-,-
1894,2025-2026,Mar,Goa,Agriculture,"Packaging labourers, agriculture
",-,-
1895,2025-2026,Mar,Goa,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",575,400
1896,2025-2026,Mar,Goa,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",437.5,-
1897,2025-2026,Mar,Jharkhand,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",317.89,293.53
1898,2025-2026,Mar,Jharkhand,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",398.79,@
1899,2025-2026,Mar,Jharkhand,Agriculture,"Ploughing/Tilling workers",386.25,@
1900,2025-2026,Mar,Jharkhand,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",350.59,328.89
1901,2025-2026,Mar,Jharkhand,Agriculture,"Harvesting/Winnowing/Threshing workers
",349.47,298.47
1902,2025-2026,Mar,Jharkhand,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1903,2025-2026,Mar,Jharkhand,Agriculture,"Horticulture workers (including nursery growers)
",@,@
1904,2025-2026,Mar,Jharkhand,Agriculture,"Fishermen-inland
",489,-
1905,2025-2026,Mar,Jharkhand,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1906,2025-2026,Mar,Jharkhand,Agriculture,"Loggers and wood cutters
",394,@
1907,2025-2026,Mar,Jharkhand,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",348.22,-
1908,2025-2026,Mar,Jharkhand,Agriculture,"Packaging labourers, agriculture
",@,@
1909,2025-2026,Mar,Lakshadweep,Agriculture,"Ploughing/Tilling workers",@,-
1910,2025-2026,Mar,Lakshadweep,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",-,-
1911,2025-2026,Mar,Lakshadweep,Agriculture,"Harvesting/Winnowing/Threshing workers
",870,-
1912,2025-2026,Mar,Lakshadweep,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1913,2025-2026,Mar,Lakshadweep,Agriculture,"Horticulture workers (including nursery growers)
",-,-
1914,2025-2026,Mar,Lakshadweep,Agriculture,"Fishermen-inland
",-,-
1915,2025-2026,Mar,Lakshadweep,Agriculture,"Fishermen-coastal/deep-sea
",746,-
1916,2025-2026,Mar,Lakshadweep,Agriculture,"Loggers and wood cutters
",431,-
1917,2025-2026,Mar,Lakshadweep,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",550,-
1918,2025-2026,Mar,Lakshadweep,Agriculture,"Packaging labourers, agriculture
",-,-
1919,2025-2026,Mar,Lakshadweep,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",-,-
1920,2025-2026,Mar,Lakshadweep,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
1921,2025-2026,Mar,Mizoram,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",587.5,487.5
1922,2025-2026,Mar,Mizoram,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",587.5,487.5
1923,2025-2026,Mar,Mizoram,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",587.50,500.00
1924,2025-2026,Mar,Mizoram,Agriculture,"Ploughing/Tilling workers",587.5,487.5
1925,2025-2026,Mar,Mizoram,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",587.5,487.5
1926,2025-2026,Mar,Mizoram,Agriculture,"Harvesting/Winnowing/Threshing workers
",587.5,487.5
1927,2025-2026,Mar,Mizoram,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",587.5,487.5
1928,2025-2026,Mar,Mizoram,Agriculture,"Horticulture workers (including nursery growers)
",587.5,503.75
1929,2025-2026,Mar,Mizoram,Agriculture,"Fishermen-inland
",587.5,-
1930,2025-2026,Mar,Mizoram,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1931,2025-2026,Mar,Mizoram,Agriculture,"Loggers and wood cutters
",818.75,-
1932,2025-2026,Mar,Mizoram,Agriculture,"Packaging labourers, agriculture
",575,468.75
1933,2025-2026,Mar,Nagaland,Agriculture,"Ploughing/Tilling workers",502.08,429.17
1934,2025-2026,Mar,Nagaland,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",502.08,429.17
1935,2025-2026,Mar,Nagaland,Agriculture,"Harvesting/Winnowing/Threshing workers
",536.01,458.04
1936,2025-2026,Mar,Nagaland,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
1937,2025-2026,Mar,Nagaland,Agriculture,"Horticulture workers (including nursery growers)
",560.54,483.67
1938,2025-2026,Mar,Nagaland,Agriculture,"Fishermen-inland
",@,-
1939,2025-2026,Mar,Nagaland,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1940,2025-2026,Mar,Nagaland,Agriculture,"Loggers and wood cutters
",937.5,-
1941,2025-2026,Mar,Nagaland,Agriculture,"Packaging labourers, agriculture
",@,@
1942,2025-2026,Mar,Nagaland,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",@,@
1943,2025-2026,Mar,Nagaland,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",673.21,-
1944,2025-2026,Mar,Nagaland,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,-
1945,2025-2026,Mar,Puducerry,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",691.67,352
1946,2025-2026,Mar,Puducerry,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",615,@
1947,2025-2026,Mar,Puducerry,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",-,-
1948,2025-2026,Mar,Puducerry,Agriculture,"Ploughing/Tilling workers",-,-
1949,2025-2026,Mar,Puducerry,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",865,447.14
1950,2025-2026,Mar,Puducerry,Agriculture,"Harvesting/Winnowing/Threshing workers
",966.25,492
1951,2025-2026,Mar,Puducerry,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,333.33
1952,2025-2026,Mar,Puducerry,Agriculture,"Horticulture workers (including nursery growers)
",-,-
1953,2025-2026,Mar,Puducerry,Agriculture,"Fishermen-inland
",-,-
1954,2025-2026,Mar,Puducerry,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1955,2025-2026,Mar,Puducerry,Agriculture,"Loggers and wood cutters
",906.25,-
1956,2025-2026,Mar,Puducerry,Agriculture,"Packaging labourers, agriculture
",604,302
1957,2025-2026,Mar,Sikkim,Agriculture,"Ploughing/Tilling workers",1544.64,-
1958,2025-2026,Mar,Sikkim,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",576.1900000000001,514.29
1959,2025-2026,Mar,Sikkim,Agriculture,"Harvesting/Winnowing/Threshing workers
",478.57,478.57
1960,2025-2026,Mar,Sikkim,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1961,2025-2026,Mar,Sikkim,Agriculture,"Horticulture workers (including nursery growers)
",476.19,476.19
1962,2025-2026,Mar,Sikkim,Agriculture,"Fishermen-inland
",-,-
1963,2025-2026,Mar,Sikkim,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1964,2025-2026,Mar,Sikkim,Agriculture,"Loggers and wood cutters
",855.36,-
1965,2025-2026,Mar,Sikkim,Agriculture,"Packaging labourers, agriculture
",-,-
1966,2025-2026,Mar,Sikkim,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",478.57,468.57
1967,2025-2026,Mar,Sikkim,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
1968,2025-2026,Mar,Sikkim,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",-,-
1969,2025-2026,Mar,Telangana,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",431.38,366.96
1970,2025-2026,Mar,Telangana,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",400,-
1971,2025-2026,Mar,Telangana,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",322.78,-
1972,2025-2026,Mar,Telangana,Agriculture,"Ploughing/Tilling workers",682.59,@
1973,2025-2026,Mar,Telangana,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",593.5700000000001,381.72
1974,2025-2026,Mar,Telangana,Agriculture,"Harvesting/Winnowing/Threshing workers
",632.73,447.65
1975,2025-2026,Mar,Telangana,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",493.57,365
1976,2025-2026,Mar,Telangana,Agriculture,"Horticulture workers (including nursery growers)
",@,337.5
1977,2025-2026,Mar,Telangana,Agriculture,"Fishermen-inland
",-,-
1978,2025-2026,Mar,Telangana,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1979,2025-2026,Mar,Telangana,Agriculture,"Loggers and wood cutters
",383.33,-
1980,2025-2026,Mar,Telangana,Agriculture,"Packaging labourers, agriculture
",@,-
1981,2025-2026,Mar,Uttarakhand,Agriculture,"Ploughing/Tilling workers",@,@
1982,2025-2026,Mar,Uttarakhand,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",550,480
1983,2025-2026,Mar,Uttarakhand,Agriculture,"Harvesting/Winnowing/Threshing workers
",571.4299999999999,528.5700000000001
1984,2025-2026,Mar,Uttarakhand,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
1985,2025-2026,Mar,Uttarakhand,Agriculture,"Horticulture workers (including nursery growers)
",530,@
1986,2025-2026,Mar,Uttarakhand,Agriculture,"Fishermen-inland
",-,-
1987,2025-2026,Mar,Uttarakhand,Agriculture,"Fishermen-coastal/deep-sea
",-,-
1988,2025-2026,Mar,Uttarakhand,Agriculture,"Loggers and wood cutters
",655,-
1989,2025-2026,Mar,Uttarakhand,Agriculture,"Packaging labourers, agriculture
",@,@
1990,2025-2026,Mar,Uttarakhand,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",511.11,391.67
1991,2025-2026,Mar,Uttarakhand,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
1992,2025-2026,Mar,Uttarakhand,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",478.57,@
1993,2025-2026,Mar,"All India",Agriculture,"Ploughing/Tilling workers",543.17,411.47
1994,2025-2026,Mar,"All India",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",478.57,389.84
1995,2025-2026,Mar,"All India",Agriculture,"Harvesting/Winnowing/Threshing workers
",487.59,395.74
1996,2025-2026,Mar,"All India",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",440.24,372.10
1997,2025-2026,Mar,"All India",Agriculture,"Horticulture workers (including nursery growers)
",465.07,372.29
1998,2025-2026,Mar,"All India",Agriculture,"Fishermen-inland
",509.21,338.24
1999,2025-2026,Mar,"All India",Agriculture,"Fishermen-coastal/deep-sea
",726.47,-
2000,2025-2026,Mar,"All India",Agriculture,"Loggers and wood cutters
",568.11,355.00
2001,2025-2026,Mar,"All India",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",408.87,358.48
2002,2025-2026,Mar,"All India",Agriculture,"Packaging labourers, agriculture
",466.92,394.98
2003,2025-2026,Mar,"All India",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",454.14,372.82
2004,2025-2026,Mar,"All India",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",500.65,401.33
2005,2024-2025,Mar,"All India",Agriculture,"Ploughing/Tilling workers",455.73,318.08
2006,2024-2025,Mar,"All India",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",417.82,346.44
2007,2024-2025,Mar,"All India",Agriculture,"Harvesting/Winnowing/Threshing workers
",418.26,350.24
2008,2024-2025,Mar,"All India",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",384.25,336.01
